id,title,price,specs_annee,specs_car_engine,specs_couleur_auto,specs_papiers,specs_kilometrage,specs_marque-voiture,specs_modele,specs_finition,specs_energie,specs_boite,option0,option1,option2,option3,option4,option5,option6,option7,option8,option9,option10,option11,option12,option13
40716703,Renault Kangoo 2014 Kangoo,10000.0,2014,1.5 DCI 110ch,Blanc,Carte grise / safia,265850km,Renault,Kangoo,Kangoo,,,Climatisation,ABS,ESP,Direction assisstée,Radio CD,Alarme,Vitres éléctriques,,,,,,,
40716682,Peugeot 406 1997 406,10000.0,1997,,Blanc,Carte grise / safia,153000km,Peugeot,406,406,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
40716640,Chevrolet Spark 2010 Lite Ls,1200000.0,2010,1.0 ess 68ch,Noir,Carte grise / safia,320km,Chevrolet,Spark,Lite Ls,,,Climatisation,Radio CD,Alarme,Vitres éléctriques,,,,,,,,,,
40652341,Chery Yokki 2019 2019,10000.0,2019,1.3,Gris Argent,Carte grise / safia,133000km,Chery,Yokki,2019,,,Climatisation,ABS,Radio CD,Alarme,,,,,,,,,,
40716598,Renault Kangoo 2016  Extrême Outdoor,10000.0,2016,1.5 DCI 110ch,Blanc,Carte grise / safia,128km,Renault,Kangoo, Extrême Outdoor,,,Climatisation,Toit ouvrant,ABS,ESP,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Phares xénon,Jantes Alliage,Feux du jour,,,
40643279,"Fiat FIAT Tipo city plus 1,6 boite auto 2023 ",3150000.0,2023,"1,6/110",Bleu Nuit,Carte grise / safia,8000km,Fiat,"FIAT Tipo city plus 1,6 boite auto",,,,Climatisation,ABS,ESP,Phares antibrouillard,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,,,,
37469443,JMC TFR 2012 ,1100000.0,2012,,,,,JMC,TFR,,,,,,,,,,,,,,,,,
38790651,Toyota Yaris 2015 Yaris,1900000.0,2015,1.3 VVTI 100ch,Gris,Carte jaune,300000km,Toyota,Yaris,Yaris,,,Climatisation,ABS,ESP,Direction assisstée,Radio CD,Alarme,Jantes Alliage,Vitres éléctriques,,,,,,
40716577,Citroen Berlingo 2020 Berlingo,11111111110000.0,2020,1.6 HDI 112ch,Gris,Carte grise / safia,,Citroen,Berlingo,Berlingo,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
38541116,Audi A1 2012 S Line,11110000.0,2012,1.4 TFSI 122ch,Gris Souris,Carte grise / safia,273000km,Audi,A1,S Line,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,
39634355,Chery Arizo 8 pro 2024 ,4000000.0,2024,1.6 ess  194cv,Vert Bouteille,Carte grise / safia,400km,Chery,Arizo 8 pro,,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
40546299,Land Rover Discovery 2018 HSE,10000.0,2018,180cv,Blanc,Carte grise / safia,125000km,Land Rover,Discovery,HSE,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
40489262,Renault Clio 5 2023 Zen,3850000.0,2023,1.0 tce 100cv,Noir,Carte grise / safia,30000km,Renault,Clio 5,Zen,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,
40057665,Renault Kangoo 2007 Kangoo,1250000.0,2007,1.9 DCI 4X4 85ch,Gris,Carte grise / safia,370000km,Renault,Kangoo,Kangoo,,,Climatisation,Phares antibrouillard,,,,,,,,,,,,
40716409,Citroen jumpy 2024 ,6900000.0,2024,2 litres hd 150 chevaux,Noir,Carte grise / safia,1500km,Citroen,jumpy,,,,,,,,,,,,,,,,,
40716274,Skoda Octavia 2019 Sansation,6000000.0,2019,2.0 TDI 143ch,Blanc,Carte grise / safia,83000km,Skoda,Octavia,Sansation,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,
40716271,Chery jetour x70 2023 JETOUR X70,1230000.0,2023,ESS,Noir,Carte jaune,0000km,Chery,jetour x70,JETOUR X70,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
40436103,Fiat 500x 2023 Club,3950000.0,2023,1.4 Multiair 140ch,Bleu Nuit,Carte grise / safia,4000km,Fiat,500x,Club,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Phares antibrouillard,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,
40716238,Volkswagen Caddy 2018 Confortline,4050000.0,2018,1.6 TDi 102ch,Blanc,Carte grise / safia,109000km,Volkswagen,Caddy,Confortline,,,,,,,,,,,,,,,,
40282726,Peugeot 207 2012 ,1750000.0,2012,1.6 HDI 92ch,Blanc,Carte grise / safia,257466km,Peugeot,207,,,,Climatisation,Phares antibrouillard,Radio CD,Alarme,Vitres éléctriques,,,,,,,,,
40320574,Peugeot 207 2011 Sportium,1700000.0,2011,1.6 HDI 92ch,Blanc,Carte grise / safia,225000km,Peugeot,207,Sportium,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Jantes Alliage,Vitres éléctriques,,,,,
37459956,Land Rover Freelander 2 2012 Freelander 2,2700000.0,2012,TD4 - 2.2 D 150ch,Blanc,Carte grise / safia,195000km,Land Rover,Freelander 2,Freelander 2,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
38509362,Kia Stonic 2021 ,10000.0,2021,1.0 turbo,Bleu Turquoise,Carte grise / safia,75000km,Kia,Stonic,,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,
38883168,Mercedes GLC 2017 GLC,10000.0,2017,250 AMG LINE + 211ch,Noir,Carte grise / safia,134000km,Mercedes,GLC,GLC,,,,,,,,,,,,,,,,
38509362,Kia Stonic 2021 ,10000.0,2021,1.0 turbo,Bleu Turquoise,Carte grise / safia,75000km,Kia,Stonic,,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,
38883168,Mercedes GLC 2017 GLC,10000.0,2017,250 AMG LINE + 211ch,Noir,Carte grise / safia,134000km,Mercedes,GLC,GLC,,,,,,,,,,,,,,,,
40716001,Renault Symbol 2016 Symbol,1500000.0,2016,1.2 ess 16V  75ch,Gris,Carte grise / safia,00km,Renault,Symbol,Symbol,,,,,,,,,,,,,,,,
40715998,Kia Picanto 2019 LX Start,10000.0,2019,1.2 ess 84ch,Blanc,Carte grise / safia,98000km,Kia,Picanto,LX Start,,,,,,,,,,,,,,,,
40715974,Renault Symbol 2018 Exception,2600000.0,2018,1.5 Dci 85ch,Gris,Carte grise / safia,162000km,Renault,Symbol,Exception,,,Climatisation,ABS,Direction assisstée,Phares antibrouillard,Alarme,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,,,
40709530,Dacia Logan 2016 Logan,440000.0,2016,1.2 ess 16V 75ch,Blanc,Carte grise / safia,124385km,Dacia,Logan,Logan,,,Climatisation,ABS,ESP,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Alarme,Feux du jour,Vitres éléctriques,,,,,
40715866,Chevrolet Spark 2009 ,850000.0,2009,0.8 ess 48ch,Aubergine,,380000km,Chevrolet,Spark,,,,,,,,,,,,,,,,,
40709311,Fiat Fiat 500 2023 Club,2700000.0,2023,1.0,Vert,Carte grise / safia,5300km,Fiat,Fiat 500,Club,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,
40709305,Renault Symbol 2016 Extrême,2200000.0,2016,1.6 ess 100ch,Gris,Carte grise / safia,390000km,Renault,Symbol,Extrême,,,Climatisation,ABS,Radar de recul,Direction assisstée,Phares antibrouillard,Radio CD,Alarme,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,
40715818,Renault Laguna 1 1995 La toute,10000.0,1995,2.2 D 85ch,Vert Bouteille,Carte grise / safia,340km,Renault,Laguna 1,La toute,,,Climatisation,ABS,Direction assisstée,Phares antibrouillard,Alarme,Jantes Alliage,Vitres éléctriques,,,,,,,
40715797,Renault Kangoo 1999 Kangoo,910000.0,1999,1.9 D 65ch,Vert Militaire,Carte grise / safia,349052km,Renault,Kangoo,Kangoo,,,ABS,,,,,,,,,,,,,
40715785,Fiat 500 2023 ,5002860000.0,2023,1.0,Bleu Nuit,Carte grise / safia,16000km,Fiat,500,,,,Climatisation,ABS,ESP,Direction assisstée,Phares antibrouillard,Radio CD,Alarme,Vitres éléctriques,,,,,,
39099555,Renault Laguna 2 2001 Laguna 2,10000.0,2001,1.9 DCI 110ch,Gris,Carte grise / safia,1km,Renault,Laguna 2,Laguna 2,,,Climatisation,ABS,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Vitres éléctriques,,,,
40566174,Mercedes Classe C 2003 220 Exclusive,1150000.0,2003,270 CDI,Gris,Carte grise / safia,11km,Mercedes,Classe C,220 Exclusive,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,
40501685,Peugeot 208 2022 Allure,10000.0,2022,1.6 HDI 115ch,Jaune,Carte grise / safia,50000km,Peugeot,208,Allure,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,
40709242,Mitsubishi Pajero Court 1997 Pajero Court,33330000.0,1997,2.8 D 125ch,Vert Militaire,Carte grise / safia,11111km,Mitsubishi,Pajero Court,Pajero Court,,,Climatisation,ABS,Direction assisstée,Phares antibrouillard,Alarme,Jantes Alliage,Vitres éléctriques,,,,,,,
39683327,Volkswagen Golf 4 2001 Golf 4,1530000.0,2001,1.8 GTI 150ch,Noir,Carte grise / safia,300000km,Volkswagen,Golf 4,Golf 4,,,Climatisation,Toit ouvrant,ABS,ESP,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Jantes Alliage,Vitres éléctriques,,,
40709053,Chevrolet Optra 5 portes 2006 Optra 5 portes,870000.0,2006,1.5,Gris,Carte grise / safia,420km,Chevrolet,Optra 5 portes,Optra 5 portes,,,Climatisation,ABS,ESP,Direction assisstée,Radio CD,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,,,
40709005,Peugeot 308 2010 Sportlin,2100000.0,2010,1.6 HDI 110ch,Noir,Carte grise / safia,336km,Peugeot,308,Sportlin,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,
40708843,Volkswagen Golf 7 2018 Start,10000.0,2018,2.0 TDi 143ch,Gris,Carte grise / safia,191000km,Volkswagen,Golf 7,Start,,,Climatisation,ABS,Alarme,,,,,,,,,,,
40708789,Volkswagen Golf 4 1998 ,1550000.0,1998,2.0,Gris,Carte grise / safia,198000km,Volkswagen,Golf 4,,,,Climatisation,ABS,Retroviseurs électriques,Alarme,Jantes Alliage,,,,,,,,,
40708753,Dacia Sandero 2017 Stepway,2600000.0,2017,1.5 DCI 90ch,Bleu Gauloise,Carte grise / safia,77km,Dacia,Sandero,Stepway,,,Climatisation,ABS,Radar de recul,Direction assisstée,Phares antibrouillard,Radio CD,Feux du jour,Vitres éléctriques,,,,,,
40708714,Chevrolet Captiva 2012 LT,1450000.0,2012,2.2 VCDI AWD 184ch,Blanc,Carte grise / safia,,Chevrolet,Captiva,LT,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
40496037,Renault Arkana 2022 Zen,5200000.0,2022,1.5 ess 140 CH,Noir,Carte grise / safia,35000km,Renault,Arkana,Zen,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,
40708465,Audi A6 2024 ,2220000.0,2024,,,Carte grise / safia,46000km,Audi,A6,,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
40708789,Volkswagen Golf 4 1998 ,1550000.0,1998,2.0,Gris,Carte grise / safia,198000km,Volkswagen,Golf 4,,,,Climatisation,ABS,Retroviseurs électriques,Alarme,Jantes Alliage,,,,,,,,,
40708753,Dacia Sandero 2017 Stepway,2600000.0,2017,1.5 DCI 90ch,Bleu Gauloise,Carte grise / safia,77km,Dacia,Sandero,Stepway,,,Climatisation,ABS,Radar de recul,Direction assisstée,Phares antibrouillard,Radio CD,Feux du jour,Vitres éléctriques,,,,,,
40708714,Chevrolet Captiva 2012 LT,1450000.0,2012,2.2 VCDI AWD 184ch,Blanc,Carte grise / safia,,Chevrolet,Captiva,LT,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
40496037,Renault Arkana 2022 Zen,5200000.0,2022,1.5 ess 140 CH,Noir,Carte grise / safia,35000km,Renault,Arkana,Zen,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,
40708465,Audi A6 2024 ,2220000.0,2024,,,Carte grise / safia,46000km,Audi,A6,,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
40662511,Hyundai Accent 2019 Accent,2800000.0,2019,1.6 CRDI 128ch,Gris Souris,Carte grise / safia,54000km,Hyundai,Accent,Accent,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Phares antibrouillard,Alarme,Jantes Alliage,Vitres éléctriques,,,,,
40708339,Baic X25 2017 X25,2000000.0,2017,Mitsubishi 1.5 Essence,Blanc,Carte grise / safia,164000km,Baic,X25,X25,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,
40708249,Seat Ibiza 2018 FR,12340000.0,2018,1.6 MPi 110 ch Automatique,Blanc,Carte grise / safia,143000km,Seat,Ibiza,FR,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
40629476,Seat Ibiza 2012 Fr,10000.0,2012,1.6 TDI 105ch,Blanc,Carte grise / safia,255000km,Seat,Ibiza,Fr,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
40489973,Peugeot 308 2023 Allure,5390000.0,2023,1.2,Noir,Carte grise / safia,00km,Peugeot,308,Allure,,,,,,,,,,,,,,,,
40644065,Renault Intense 2024 ,4550000.0,2024,,Gris,Carte grise / safia,0000km,Renault,Intense,,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,
40610882,Peugeot 208 2016 Allure,10000.0,2016,1.6 HDI 92ch,Gris,Carte grise / safia,180km,Peugeot,208,Allure,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,
38099831,Land Rover Range Rover Evoque 2012 Dynamique 5 Portes ,2500000.0,2012,2.2 SD4 - 2.2 D 190ch BVA,Blanc,,370000km,Land Rover,Range Rover Evoque,Dynamique 5 Portes ,,,Climatisation,ABS,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Vitres éléctriques,,,,,,,
40079098,Suzuki Maruti 800 2012 Maruti 800,950000.0,2012,0.8 ess 47ch,Blanc,Carte grise / safia,149000km,Suzuki,Maruti 800,Maruti 800,,,,,,,,,,,,,,,,
40342057,Renault CLIO 5 1.3 TCE - 140 CH - 4 CYLINDRES 2021 ,3700000.0,2021,,Noir,Carte grise / safia,70000km,Renault,CLIO 5 1.3 TCE - 140 CH - 4 CYLINDRES,,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,
39845529,Renault Megane 3 Coupé 2010 Megane 3 Coupé,10000.0,2010,1.9 DCI 130ch,Gris,Carte grise / safia,250000km,Renault,Megane 3 Coupé,Megane 3 Coupé,,,Climatisation,Toit ouvrant,ABS,ESP,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Vitres éléctriques,,
40705093,Renault Megane 3 RS 2015 Pack luxe,2750000.0,2015,2.0 ess 265ch,Noir,Carte grise / safia,125000km,Renault,Megane 3 RS,Pack luxe,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
40707139,Seat Ibiza 2013 Sport Edition,10000.0,2013,1.4 ess 85ch,Blanc,Carte grise / safia,275000km,Seat,Ibiza,Sport Edition,,,Climatisation,Toit ouvrant,ABS,ESP,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,
40700113,Peugeot Rifter 2022 Allure,5250000.0,2022,1.6,Gris Champagne,Licence / Délai,43000km,Peugeot,Rifter,Allure,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,
40669522,Renault Clio 4 2013 Exception,2000000.0,2013,1.5 DCI 85ch,Gris Argent,Carte grise / safia,174000km,Renault,Clio 4,Exception,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Jantes Alliage,Feux du jour,Vitres éléctriques,,,
40673878,Chery QQ 2007 QQ,10000.0,2007,1.1 ess 68ch,Noir,Carte grise / safia,230500km,Chery,QQ,QQ,,,Phares antibrouillard,Jantes Alliage,Feux du jour,,,,,,,,,,,
40668913,Citroen C Elysée 2013 C Elysée,11110000.0,2013,1.2 VTI 72ch,Blanc,Carte grise / safia,227000km,Citroen,C Elysée,C Elysée,,,Climatisation,ABS,Phares antibrouillard,Radio CD,Vitres éléctriques,,,,,,,,,
40652104,DS DS7 2022 ,110000.0,2022,diesel,Gris,Carte grise / safia,851km,DS,DS7,,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
37316375,Chevrolet Captiva 2010 Captiva 4/4,2150000.0,2010,Chevrolet refait a neuf,Gris,Carte grise / safia,220000km,Chevrolet,Captiva,Captiva 4/4,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,
40708177,Volkswagen Tiguan 2021 R Line,10000.0,2021,2.0 TSI 200ch,Blanc,Licence / Délai,,Volkswagen,Tiguan,R Line,,,Climatisation,ABS,Retroviseurs électriques,Alarme,Jantes Alliage,,,,,,,,,
39125729,Opel Vectra 2005 Vectra,850000.0,2005,1.9 cdti 120 gts,,Carte grise / safia,400000km,Opel,Vectra,Vectra,,,Climatisation,ABS,ESP,Direction assisstée,Radio CD,Phares xénon,Jantes Alliage,Vitres éléctriques,,,,,,
37815955,Mercedes Classe A 2020 ,740.0,2020,A180 BlueEFFICIENCY 122ch,Noir,Carte grise / safia,2400km,Mercedes,Classe A,,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
37602214,Suzuki Alto 2022 ALtO K1ⁿ,10000.0,2022,1.0 ess 68ch,Blanc,Carte grise / safia,11700km,Suzuki,Alto,ALtO K1ⁿ,,,Climatisation,ABS,ESP,Phares xénon,Feux du jour,Vitres éléctriques,,,,,,,,
35673370,jeep willys willys 1977 1977 tout d'Origine,1400000.0,1977,1.6,Gris Souris,Carte grise / safia,1km,jeep willys,willys 1977,tout d'Origine,,,,,,,,,,,,,,,,
39125729,Opel Vectra 2005 Vectra,850000.0,2005,1.9 cdti 120 gts,,Carte grise / safia,400000km,Opel,Vectra,Vectra,,,Climatisation,ABS,ESP,Direction assisstée,Radio CD,Phares xénon,Jantes Alliage,Vitres éléctriques,,,,,,
37815955,Mercedes Classe A 2020 ,740.0,2020,A180 BlueEFFICIENCY 122ch,Noir,Carte grise / safia,2400km,Mercedes,Classe A,,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
37602214,Suzuki Alto 2022 ALtO K1ⁿ,10000.0,2022,1.0 ess 68ch,Blanc,Carte grise / safia,11700km,Suzuki,Alto,ALtO K1ⁿ,,,Climatisation,ABS,ESP,Phares xénon,Feux du jour,Vitres éléctriques,,,,,,,,
35673370,jeep willys willys 1977 1977 tout d'Origine,1400000.0,1977,1.6,Gris Souris,Carte grise / safia,1km,jeep willys,willys 1977,tout d'Origine,,,,,,,,,,,,,,,,
40621814,Renault Clio 4 2019 GT Line +,3260000.0,2019,1.5 DCI 85ch,Bleu Gauloise,Carte grise / safia,110000km,Renault,Clio 4,GT Line +,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
38227431,Mercedes GLK 2013 GLK,5000000.0,2013,220 CDI,Blanc,Carte grise / safia,102000km,Mercedes,GLK,GLK,,,,,,,,,,,,,,,,
38128065,Peugeot 301 2013 Active,1200000.0,2013,1.2 VTI 72ch,Gris Souris,Carte grise / safia,270000km,Peugeot,301,Active,,,Climatisation,ABS,ESP,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Alarme,Feux du jour,Vitres éléctriques,,,,,
37798855,Citroen Xsara 1999 Xsara,650000.0,1999,2.0 HDI 90ch,Bleu Nuit,Carte grise / safia,470000km,Citroen,Xsara,Xsara,,,Climatisation,ABS,Retroviseurs électriques,Radio CD,Phares xénon,Vitres éléctriques,,,,,,,,
40467162,Fiat Double 2024 Double,460000.0,2024,1.6,Gris Souris,Carte grise / safia,09km,Fiat,Double,Double,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Radio CD,Alarme,Feux du jour,Vitres éléctriques,,,,
40711219,Skoda Fabia 2015 Fresh,2050000.0,2015,1.0 MPI 75ch,Miel,Carte grise / safia,180000km,Skoda,Fabia,Fresh,,,ABS,,,,,,,,,,,,,
40711279,Mitsubishi Pajero 1989 Classique,12340000.0,1989,2.5t,Gris,Carte grise / safia,360000km,Mitsubishi,Pajero,Classique,,,,,,,,,,,,,,,,
40711240,Dacia Logan 2006 2006,1000000.0,2006,1.4 ess 75ch,Blanc,Carte grise / safia,400000km,Dacia,Logan,2006,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
40553547,Peugeot 301 2013 Allure,1200000.0,2013,1.6 HDI 92ch,Maron Chocolat,Carte grise / safia,245000km,Peugeot,301,Allure,,,Climatisation,ABS,ESP,Direction assisstée,Phares antibrouillard,Radio CD,Alarme,Feux du jour,Vitres éléctriques,,,,,
40711174,Toyota Yaris 2013 Yaris,1230000.0,2013,1.3 VVTI 100ch,Gris Alluminium,Carte grise / safia,255000km,Toyota,Yaris,Yaris,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,
40711129,Toyota Yaris 2008 Yaris,10000.0,2008,1.3 VVTI 87ch,Bleu Gauloise,Carte grise / safia,395000km,Toyota,Yaris,Yaris,,,Climatisation,ABS,Direction assisstée,Retroviseurs électriques,Radio CD,Alarme,Vitres éléctriques,,,,,,,
40711120,Kia Sportage 2013 Sportage,11110000.0,2013,2.0 CRDI 177 4x2,Blanc,Carte grise / safia,243000km,Kia,Sportage,Sportage,,,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques
40711021,Dacia Logan 2006 1.4,1000000.0,2006,1.4 ess 75ch,Blanc,Carte grise / safia,450000km,Dacia,Logan,1.4,,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Alarme,Jantes Alliage,Feux du jour,Vitres éléctriques,,,
40710985,Volkswagen Amarok 2012 HighLine,10000.0,2012,2.0 TDI 4MOTION 180ch,Blanc,Carte grise / safia,382000km,Volkswagen,Amarok,HighLine,,,Climatisation,ABS,Radar de recul,Direction assisstée,Phares antibrouillard,Radio CD,Jantes Alliage,Vitres éléctriques,,,,,,
40710847,Renault Clio Campus 2014 Bye bye,1110000.0,2014,1.2 ess 16V 75ch,Gris,Carte grise / safia,280300km,Renault,Clio Campus,Bye bye,,,Climatisation,ABS,Jantes Alliage,,,,,,,,,,,
